epoch,loss,accuracy,f1score,val_loss,val_accuracy,val_f1score,lr
1,0.5759833455085754,0.8249874711036682,0.23639918863773346,0.44888463616371155,0.8401877284049988,0.4168311059474945,0.0002
2,0.30296504497528076,0.89541095495224,0.6168103218078613,0.251260906457901,0.9123650789260864,0.6869578957557678,0.0002
3,0.20558610558509827,0.9287091493606567,0.7678431272506714,0.16965989768505096,0.9404168128967285,0.8116255402565002,0.0002
4,0.1594955176115036,0.9438492059707642,0.828157901763916,0.14915594458580017,0.9462503790855408,0.8402849435806274,0.0002
5,0.14245133101940155,0.949637770652771,0.8506123423576355,0.11528243124485016,0.9579709768295288,0.8796554803848267,0.0002
6,0.11743953078985214,0.9572150707244873,0.8783072829246521,0.11044832319021225,0.9582815766334534,0.8872453570365906,0.0002
7,0.10394757986068726,0.9616641402244568,0.8936926126480103,0.11297721415758133,0.9584417343139648,0.8853714466094971,0.0002
8,0.10123676806688309,0.9626874923706055,0.8975322246551514,0.0935056284070015,0.965236246585846,0.906576931476593,0.0002
9,0.08964882045984268,0.9664293527603149,0.9093734622001648,0.08870343118906021,0.967235803604126,0.9111843705177307,0.0002
10,0.08751829713582993,0.9673070907592773,0.9113063812255859,0.09421633929014206,0.9650227427482605,0.9065173864364624,0.0002
11,0.08373571187257767,0.9683969616889954,0.9156466722488403,0.07565729320049286,0.9708126187324524,0.9230932593345642,0.0002
12,0.07343856245279312,0.9717540740966797,0.9260029196739197,0.07392935454845428,0.971540629863739,0.925544023513794,0.0002
13,0.06994439661502838,0.9730457067489624,0.9297548532485962,0.0706712007522583,0.9724093675613403,0.9285634160041809,0.0002
14,0.06710599362850189,0.973992109298706,0.9320180416107178,0.06580735743045807,0.9746661186218262,0.9350460767745972,0.0002
15,0.06441963464021683,0.9749301671981812,0.9348652362823486,0.06657770276069641,0.9738895893096924,0.9336079359054565,0.0002
16,0.0628877580165863,0.9753919243812561,0.9362843632698059,0.06557884067296982,0.9744962453842163,0.9343511462211609,0.0002
17,0.0610947385430336,0.9761011600494385,0.9382265210151672,0.06096341460943222,0.9757386445999146,0.9393966794013977,0.0002
18,0.05797785148024559,0.9770163893699646,0.9408007264137268,0.06604742258787155,0.9741807579994202,0.9343299865722656,0.0002
19,0.056993186473846436,0.9775322079658508,0.9422500729560852,0.058213818818330765,0.9769665598869324,0.9419078826904297,0.0002
20,0.05446485057473183,0.9784515500068665,0.9445236921310425,0.0644870474934578,0.9746272563934326,0.936906099319458,0.0002
21,0.05370583385229111,0.9786699414253235,0.9452508687973022,0.06061261147260666,0.976097822189331,0.9387613534927368,0.0002
22,0.05324450880289078,0.9788405299186707,0.9456267952919006,0.0563741996884346,0.9773402214050293,0.9430863261222839,0.0002
23,0.050937470048666,0.9796225428581238,0.9477858543395996,0.05630934238433838,0.9776217341423035,0.9444964528083801,0.0002
24,0.04926374927163124,0.9802195429801941,0.949688196182251,0.057594384998083115,0.9776750802993774,0.9442334771156311,0.0002
25,0.04850360006093979,0.9803339242935181,0.949450671672821,0.05480099096894264,0.9782574772834778,0.9453921914100647,0.0002
26,0.04808711260557175,0.980500340461731,0.9499038457870483,0.0529140830039978,0.9791262149810791,0.9471807479858398,0.0002
27,0.045734357088804245,0.9813926219940186,0.9526003003120422,0.053791388869285583,0.9785098433494568,0.9459863901138306,0.0002
28,0.04602367803454399,0.9813967943191528,0.9523094892501831,0.05486322194337845,0.9783157110214233,0.9445624351501465,0.0002
29,0.0465523824095726,0.9813510179519653,0.9521185755729675,0.05164370313286781,0.9793543219566345,0.9479307532310486,0.0002
30,0.043364521116018295,0.9824575781822205,0.9551981687545776,0.05222363397479057,0.9785584211349487,0.9457886815071106,0.0002
31,0.043251898139715195,0.982438862323761,0.9552013874053955,0.05455892160534859,0.9781312942504883,0.9440019130706787,0.0002
32,0.0424681082367897,0.9827009439468384,0.9558405876159668,0.05252546817064285,0.9793106317520142,0.9481609463691711,0.0002
33,0.04502501338720322,0.9819853901863098,0.9534736275672913,0.05233489349484444,0.9791747331619263,0.9475725293159485,0.0002
34,0.04009046405553818,0.9834622144699097,0.9581158757209778,0.05166742205619812,0.9794368147850037,0.9491972327232361,0.0002
35,0.040021710097789764,0.9837575554847717,0.9585831761360168,0.0509960912168026,0.9795193076133728,0.9489465951919556,0.0002
36,0.03975021466612816,0.9837637543678284,0.9585859179496765,0.05176515877246857,0.9795387387275696,0.9496247172355652,0.0002
37,0.03930402919650078,0.9839780330657959,0.9589908719062805,0.0503232441842556,0.9794270992279053,0.9483953714370728,0.0002
38,0.03814192861318588,0.9843856692314148,0.9601104259490967,0.05020255967974663,0.9798493385314941,0.9495015144348145,0.0002
39,0.03786827251315117,0.9843815565109253,0.9601299166679382,0.052822694182395935,0.9790485501289368,0.9477974772453308,0.0002
40,0.04094691947102547,0.9834684133529663,0.9573900699615479,0.0490705743432045,0.9805191159248352,0.9514012336730957,0.0002
41,0.03625569865107536,0.9849389791488647,0.9617115259170532,0.04887096956372261,0.9801648259162903,0.9506373405456543,0.0002
42,0.03660677373409271,0.984839141368866,0.9614037871360779,0.050694189965724945,0.9797134399414062,0.9501407742500305,0.0002
43,0.03579176962375641,0.9852967262268066,0.9623323678970337,0.051048003137111664,0.9798639416694641,0.9495059847831726,0.0002
44,0.03734150156378746,0.9848536849021912,0.9609614014625549,0.049916401505470276,0.9801065921783447,0.9508556723594666,0.0002
45,0.0355391800403595,0.985481858253479,0.9630107283592224,0.04972860589623451,0.9802958369255066,0.9518821835517883,0.0002
46,0.03438948094844818,0.9858375191688538,0.9635452628135681,0.049604736268520355,0.9803929328918457,0.9509997963905334,0.0002
47,0.03386798873543739,0.9860122203826904,0.9645301103591919,0.048416461795568466,0.9806064367294312,0.9520887732505798,0.0002
48,0.03485479578375816,0.9856378436088562,0.963310718536377,0.05050314590334892,0.9802764654159546,0.9512840509414673,0.0002
49,0.034611113369464874,0.9856836199760437,0.9636013507843018,0.04951370507478714,0.9807811975479126,0.9519602060317993,0.0002
50,0.0327119454741478,0.9863013625144958,0.9651269316673279,0.049441494047641754,0.9809558987617493,0.9530045986175537,0.0002
51,0.033641375601291656,0.9860683679580688,0.9644005298614502,0.04840860515832901,0.9809122085571289,0.9528433680534363,0.0002
52,0.03178701177239418,0.9868171811103821,0.9663803577423096,0.051822464913129807,0.9800629019737244,0.950027585029602,0.0002
53,0.03703039139509201,0.9852883815765381,0.9615940451622009,0.050298839807510376,0.9803298115730286,0.9512107968330383,0.0002
54,0.03471674397587776,0.9860309362411499,0.9635359048843384,0.04757792875170708,0.9808685183525085,0.9526599049568176,0.0002
55,0.0304254200309515,0.987420380115509,0.9678752422332764,0.049365170300006866,0.9811791181564331,0.9531723856925964,0.0002
56,0.030191121622920036,0.9874390959739685,0.9676246643066406,0.04880646988749504,0.9809267520904541,0.9527797698974609,0.0002
57,0.03015955537557602,0.987393319606781,0.9675771594047546,0.04842381179332733,0.9808248281478882,0.9527077674865723,0.0002
58,0.03023938275873661,0.987457811832428,0.9681585431098938,0.04972144216299057,0.9811257719993591,0.9528114795684814,0.0002
59,0.029684215784072876,0.9875472187995911,0.9679592847824097,0.050930704921483994,0.9801939129829407,0.9504847526550293,0.0002
60,0.029327698051929474,0.9878488183021545,0.9687656760215759,0.05281561613082886,0.9801356792449951,0.9506177306175232,0.0002
61,0.025248460471630096,0.9894878268241882,0.9728176593780518,0.05097551643848419,0.9810044169425964,0.952528178691864,0.00013999999
62,0.02587938867509365,0.9892528057098389,0.9720073938369751,0.050955742597579956,0.9809801578521729,0.9529416561126709,0.00013999999
63,0.024973725900053978,0.9896500706672668,0.973334014415741,0.05011283606290817,0.9814169406890869,0.9537303447723389,0.00013999999
64,0.02381983958184719,0.9901201725006104,0.9745309352874756,0.05050702393054962,0.981261670589447,0.9540625810623169,0.00013999999
65,0.023366237059235573,0.9901451468467712,0.9746975302696228,0.052290402352809906,0.9810189604759216,0.9531112313270569,0.00013999999
66,0.02334543503820896,0.9903094172477722,0.9752492904663086,0.051750559359788895,0.9814023971557617,0.9541592001914978,0.00013999999
67,0.022944334894418716,0.9903822541236877,0.9752957224845886,0.052616748958826065,0.9806452989578247,0.9522311091423035,0.00013999999
68,0.0243711918592453,0.9898996949195862,0.9739742279052734,0.05107714980840683,0.9814411997795105,0.9539824724197388,0.00013999999
69,0.023112613707780838,0.990423858165741,0.9750723242759705,0.05107080936431885,0.9813004732131958,0.9537720680236816,0.00013999999
70,0.01947859302163124,0.991900622844696,0.9790384769439697,0.05162902921438217,0.9820770025253296,0.9556190967559814,9.799999e-05
71,0.018608324229717255,0.9923872947692871,0.9801344871520996,0.05607447773218155,0.9807083606719971,0.9525895118713379,9.799999e-05
72,0.02270507626235485,0.9909355044364929,0.9765637516975403,0.05216134339570999,0.9820624589920044,0.9554305076599121,9.799999e-05
73,0.01752292737364769,0.9927804470062256,0.9813657999038696,0.053342241793870926,0.9818634390830994,0.954935610294342,9.799999e-05
74,0.017339373007416725,0.9927659034729004,0.9812543392181396,0.056273676455020905,0.9813781380653381,0.9535666108131409,9.799999e-05
75,0.017626460641622543,0.9927180409431458,0.981140673160553,0.056072842329740524,0.981295645236969,0.9542173743247986,9.799999e-05
76,0.015636829659342766,0.9935874342918396,0.983230710029602,0.056783393025398254,0.9816595911979675,0.9548623561859131,6.859999e-05
77,0.015207978896796703,0.9938599467277527,0.98388671875,0.0579836443066597,0.9812859296798706,0.9539974331855774,6.859999e-05
78,0.01688760332763195,0.993298351764679,0.9823082089424133,0.05716688558459282,0.9817469716072083,0.954798698425293,6.859999e-05
79,0.01587655581533909,0.9935833215713501,0.9834018349647522,0.05775915086269379,0.9819313883781433,0.9552639722824097,6.859999e-05
80,0.014219258911907673,0.9941781759262085,0.9848073124885559,0.05972858890891075,0.9815673828125,0.9545876383781433,6.859999e-05
81,0.012853275053203106,0.9949207305908203,0.9864450693130493,0.0595240518450737,0.9817809462547302,0.9551214575767517,4.8019992e-05
82,0.01260676234960556,0.9949249029159546,0.9863494038581848,0.06123024970293045,0.9815868139266968,0.9543716907501221,4.8019992e-05
83,0.01351680513471365,0.9946420192718506,0.9860036373138428,0.061879660934209824,0.9815431237220764,0.9543921947479248,4.8019992e-05
84,0.012564468197524548,0.9949186444282532,0.9867091774940491,0.0612490177154541,0.9818100929260254,0.9548739790916443,4.8019992e-05
85,0.012733599171042442,0.9947792887687683,0.9862841963768005,0.061700329184532166,0.9816110730171204,0.954447865486145,4.8019992e-05
86,0.011391699314117432,0.9955779910087585,0.988056480884552,0.0630483478307724,0.981887698173523,0.9551939964294434,3.3613993e-05
